Price;Boat Type;Manufacturer;Condition ;Fuel ;Length;Width;Material;Country;City
EUR 41900;Bowrider;Sea Ray power boats;new boat from stock;;5.94;2.54;GRP;Germany; Hamburg
EUR 41900;Flybridge;Sealine power boats;Used boat;;10.0;3.0;GRP;Croatia (Hrvatska); ITALY- nord
EUR 41900;Deck Boat;Bénéteau power boats;Used boat;;5.23;2.52;PVC;France; Ajaccio
EUR 41900;Sport Boat;Sea Ray power boats;new boat from stock;;5.99;2.21;GRP;Germany; Bayern
EUR 41900;Pilothouse;Coaster power boats;Used boat;;5.9;2.5;GRP;Germany; Bayern
EUR 41900;Sport Boat;Galia power boats;new boat on order;;5.7;2.38;GRP;Germany; Bayern
EUR 41900;Center console boat;Bénéteau power boats;new boat from stock;;5.56;2.23;Steel;France; PORNICHET
EUR 41900;Sport Boat;Campion power boats;new boat from stock;;6.1;2.34;GRP;Germany;
EUR 41890;Center console boat;Karnic power boats;new boat from stock;;6.7;2.45;;Germany; Herford
EUR 41884;Passenger boat;Fibramar power boats;new boat from stock;;8.0;3.0;PVC;Portugal; Portimão
CHF 44900;Sport Boat;Clear power boats;new boat from stock;;6.15;2.27;;Switzerland; Lake of Zurich
EUR 41766;Deck Boat;Bénéteau power boats;new boat from stock;;6.0;2.0;PVC;Spain; Palma
EUR 41666;Cabin Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;7.23;2.55;GRP;Germany; Niedersachsen
CHF 45000;Classic,Runabout;Riva power boats;Used boat;;5.7;2.16;Wood;Switzerland; Weggis
CHF 45000;Trawler;Biam power boats;Used boat;;7.76;3.07;GRP;Switzerland; Murtensee
CHF 45000;Cabin Boat;Cranchi power boats;Used boat;;7.47;2.5;GRP;Switzerland; Lake Geneva
EUR 42500;Pilothouse;Bénéteau power boats;new boat from stock;;5.52;2.4;;Spain; Hospitalet del Infante
EUR 42500;Motor Yacht;;Used boat;;12.5;3.5;PVC;Netherlands; Omgeving Rotterdam
EUR 42500;Working Boat;;Used boat;;8.0;3.0;GRP;Netherlands; In verkoophaven
EUR 42499;Deck Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;7.88;2.55;GRP;Germany; Kieler Bucht mit Fehmarn
CHF 45900;Bowrider;Glastron power boats;Used boat;;6.2;2.55;GRP;Switzerland; Lake Constance
EUR 42402;Sport Boat;Drago Boats power boats;new boat from stock;;6.65;2.28;GRP;Germany; CUXHAVEN
EUR 42300;Deck Boat;Sessa power boats;new boat from stock;;7.0;2.5;GRP;Italy; Toscana
EUR 42300;Cabin Boat;Sea Ray power boats;Used boat;;8.2;2.57;GRP;Germany; Soltau
CHF 45700;Bowrider;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.73;2.29;GRP;Switzerland; Lake Constance
EUR 42270;Sport Boat;Sea Ray power boats;new boat from stock;;5.99;2.21;GRP;Germany; Hamburg
EUR 42200;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;6.66;2.55;GRP;Germany; Niedersachsen
EUR 42165;Deck Boat;Quicksilver power boats;new boat from stock;;7.23;2.55;GRP;Germany; Berlin
CHF 46517;Sport Boat;Karnic power boats;new boat from stock;;7.15;2.45;GRP;Switzerland; Lake of Zurich
CHF 46500;Bowrider;Rinker power boats;Used boat;;6.88;2.49;;Switzerland; Thunersee
EUR 43000;Flybridge;Guy Couach power boats;Used boat;;12.0;3.84;GRP;Portugal; Lisbon
EUR 43000;Sport Boat;Regal power boats;Used boat;;6.7;2.5;GRP;Belgium; Gent 
EUR 43000;Pilothouse;Majoni power boats;Used boat;;6.99;2.5;GRP;Spain; Mallorca
EUR 43000;Motor Yacht;Fjord power boats;Used boat;;9.85;3.05;GRP;Italy; Veneto
EUR 43000;Motor Yacht;Bavaria power boats;Used boat;;8.95;2.95;GRP;Croatia (Hrvatska); INFO DD-YACHTING
EUR 43000;Deck Boat;Bénéteau power boats;Used boat;;5.23;2.52;PVC;France; Propriano
EUR 43000;Sport Boat;Formula power boats;Used boat;;7.92;2.56;GRP;Croatia (Hrvatska); Rovinj
EUR 43000;Pilothouse;Bénéteau power boats;Used boat;;6.97;2.84;PVC;France; St Quay Portrieux
EUR 43000;Fishing Boat;Jeanneau power boats;Used boat;;9.76;3.16;;France; HENDAYE
EUR 43000;Fishing Boat;;Used boat;;8.1;2.5;GRP;Italy; Isola d'Elba
EUR 43000;Motor Yacht;Airon Marine power boats;Used boat;;9.68;3.02;PVC;France;
EUR 43000;Cabin Boat;;Used boat;;7.34;2.78;GRP;Italy; Mar Tirreno
EUR 43000;Cabin Boat;Myabca power boats;Used boat;;8.95;3.5;GRP;Spain; Mallorca
EUR 43000;Motor Yacht;Bayliner power boats;Used boat;;10.2;3.41;GRP;Croatia (Hrvatska); Porec
EUR 44000;Bowrider;Starcraft power boats;Used boat;;6.58;2.59;PVC;Spain; Palma
EUR 44000;Motor Yacht;Faeton power boats;Used boat;;9.83;3.36;PVC;Spain; Dénia
EUR 44000;Center console boat;Kelt power boats;Used boat;;6.98;2.53;PVC;France; 29 MORGAT
EUR 44000;Pilothouse;Bénéteau power boats;Used boat;;7.48;2.95;PVC;France; 44380 PORNICHET
EUR 44000;Pilothouse;Bénéteau power boats;Used boat;;7.48;2.95;PVC;France; 44380 PORNICHET
EUR 44000;Sport Boat;Rio power boats;Used boat;;8.5;2.99;PVC;France;
EUR 44000;Pilothouse;Bénéteau power boats;Used boat;;6.48;2.5;PVC;France; Concarneau
EUR 44000;Pilothouse;Bénéteau power boats;Used boat;;9.18;3.1;PVC;France; LORIENT
EUR 44000;Pontoon Boat;Saver power boats;Used boat;;9.0;2.72;GRP;Italy; Friuli Venezia Giulia
EUR 44000;Sport Boat;Aquador power boats;Used boat;;7.7;2.85;;Finland; Dalsbruk
EUR 44000;Bowrider;Bayliner power boats;Used boat;;6.0;2.0;PVC;Portugal; Parchal
EUR 44000;Center console boat;Bénéteau power boats;Used boat;;7.64;2.73;PVC;France; 29 PLOUGONVELIN
EUR 43999;Bowrider;Quicksilver (Brunswick Marine) power boats;new boat on order;;6.48;2.46;GRP;Germany; Kieler Bucht mit Fehmarn
CHF 47500;Sport Boat;Sea Ray power boats;Used boat;;6.55;2.55;;Switzerland; Neuenburgersee
EUR 43904;Deck Boat;Bénéteau power boats;Used boat;;6.23;2.52;PVC;Spain; Huelva
EUR 44900;Pilothouse;Lema power boats;Used boat;;6.63;2.48;PVC;France; CAP D'AGDE
EUR 44900;Deck Boat;Jeanneau power boats;new boat from stock;;6.4;2.48;PVC;France; LA ROCHELLE
EUR 44900;Cabin Boat;Allegra power boats;Used boat;;6.35;2.45;GRP;Germany; Bayern
EUR 44900;Sport Boat;Faeton power boats;Used boat;;9.15;2.9;PVC;Spain; Camargo
EUR 44900;Sport Boat;Galia power boats;new boat on order;;5.7;2.38;GRP;Germany; Bayern
EUR 44900;Motor Yacht;Eurocrown power boats;Used boat;;8.13;2.59;GRP;Germany; Rheinau
EUR 44900;Deck Boat;Bénéteau power boats;Used boat;;6.8;2.5;PVC;France; PORT LEUCATE
EUR 44900;Trawler;;Used boat;;9.7;3.35;Steel;Netherlands; In verkoophaven
EUR 44900;Pilothouse;Quicksilver power boats;Used boat;;7.39;2.79;PVC;France; LE CAP D'AGDE
EUR 44900;Pilothouse;Quicksilver power boats;Used boat;;7.39;2.79;PVC;France; LE CAP D'AGDE
CHF 48500;Passenger boat,Working Boat;;Used boat;;9.0;2.2;Aluminium;Switzerland; Rhein
CHF 48500;Cabin Boat;Viper power boats;Used boat;;6.65;2.3;GRP;Switzerland; Horn 
EUR 44839;Cabin Boat;Drago Boats power boats;new boat from stock;;7.05;2.38;GRP;Germany; CUXHAVEN
EUR 44800;Trawler;;Used boat;;14.5;3.6;Steel;Netherlands; onbekend
EUR 44800;Motor Yacht;Sessa power boats;Used boat;;9.5;3.0;;Spain; Mallorca
EUR 45000;Sport Boat;Cranchi power boats;Used boat;;7.44;2.94;PVC;Portugal; Parchal
EUR 45000;Cabin Boat;Manò power boats;Used boat;;8.04;2.95;GRP;Italy; Lombardy
EUR 45000;Classic,Runabout;Riva power boats;Used boat;;6.1;1.98;Wood;Italy; Lago di Como
EUR 45000;Pilothouse;Bénéteau power boats;Used boat;;8.23;3.1;PVC;France; Marseille
EUR 45000;Flybridge;Doqueve power boats;Used boat;;11.25;3.6;PVC;Spain; Torrevieja
EUR 45000;Flybridge;;Used boat;;9.54;3.1;GRP;Italy; Toscana
EUR 45000;Pilothouse;Rodman power boats;Used boat;;8.79;3.08;;France; LOCTUDY
EUR 45000;Bowrider;Cobalt power boats;Used boat;;8.12;2.59;;Spain; Mallorca
EUR 45000;Motor Yacht;Sessa power boats;Used boat;;8.58;2.69;;Spain; Mallorca
EUR 45000;Motor Yacht;Altena power boats;Used boat;;11.4;3.4;Steel;Germany; Düsseldorf
EUR 45000;Deck Boat;Bénéteau power boats;Used boat;;6.4;2.5;PVC;France; saint jean cap ferrat
EUR 45000;Motor Yacht;;Used boat;;10.3;3.05;GRP;Netherlands; Bezichtiging op afspraak / Besichtigung nach Termi
EUR 45000;Passenger boat;Invictus power boats;new boat from stock;;7.25;2.5;GRP;Switzerland; Lake Geneva
EUR 45000;Pilothouse;Ocqueteau power boats;Used boat;;6.92;2.65;PVC;France; LA GRANDE MOTTE
EUR 45000;Wakeboard/Wakesurf,Water ski;Axis power boats;Used boat;;6.1;2.5;Carbon Fiber;Poland; Warszawa
EUR 45000;Center console boat;Jeanneau power boats;new boat from stock;;6.86;2.48;PVC;France;
CHF 49000;Cabin Boat;Quicksilver (Brunswick Marine) power boats;Used boat;;8.9;2.96;;Switzerland; Neuenburgersee
CHF 49000;House Boat;;Used boat;;13.0;3.0;Steel;France; Languedoc Roussillon
CHF 48900;Fishing Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;5.75;2.54;GRP;Switzerland; Lake Geneva
CHF 48500;Motor Yacht;Doral power boats;Used boat;;7.66;2.61;GRP;Switzerland; Lake of Zurich
CHF 48500;Classic,Sport Boat,Water ski;Chris Craft power boats;Used boat;;6.0;2.45;GRP;Switzerland; Lake of Zurich
CHF 48790;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat from stock;;6.45;2.5;GRP;Switzerland; Luganersee
DKK 335000;Cabin Boat;Marex power boats;Used boat;;10.0;3.27;GRP;Denmark; Sønderjylland
DKK 335000;Motor Yacht;Bayliner power boats;Used boat;;9.6;3.35;GRP;Denmark; Süddänemark
EUR 45000;Motor Yacht;Cranchi power boats;Used boat;;9.92;3.1;GRP;Italy; Lago Di Garda Gardasee
EUR 45000;Motor Yacht;Fairline power boats;Used boat;;9.86;3.24;GRP;Croatia (Hrvatska); onbekend
EUR 45000;Flybridge;Regal power boats;Used boat;;8.0;2.0;GRP;Croatia (Hrvatska); Istra
EUR 45000;Motor Yacht;Regal power boats;Used boat;;11.0;4.0;GRP;Croatia (Hrvatska); Istra
EUR 45000;Motor Yacht;Cranchi power boats;Used boat;;9.3;2.7;;Italy; Calabria
EUR 45000;Sport Boat;Riva power boats;Used boat;;9.5;2.71;GRP;Italy; Calabria
EUR 45000;Center console boat;Four Winns power boats;Used boat;;8.54;3.2;GRP;Italy; Liguria
CHF 49990;Cabin Boat;Selva power boats;Used boat;;6.98;2.53;GRP;Switzerland; Lago Maggiore
CHF 49968;Fishing Boat;EdgeWater power boats;new boat on order;;5.7;2.3;GRP;Switzerland; Villarepos
EUR 46200;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;6.48;2.46;GRP;Germany; Niedersachsen
CHF 49900;Classic,Runabout;Boesch power boats;Used boat;;5.3;2.12;Wood;Switzerland; Lago Maggiore
CHF 49900;Cabin Boat;Selection Boats power boats;new boat from stock;;5.7;2.5;GRP;Switzerland; Lake Geneva
CHF 49900;Cabin Boat;Bayliner power boats;Used boat;;6.64;2.55;GRP;Switzerland; Lake Geneva
CHF 49900;Sport Boat;Colombo power boats;Used boat;;8.85;2.75;GRP;Switzerland; Niederurnen 
CHF 49900;Bowrider;Campion power boats;new boat from stock;;6.1;2.34;GRP;Switzerland; Vierwaldstättersee
CHF 49900;Offshore Boat;Tullio Abbate power boats;Used boat;;10.8;2.6;GRP;Switzerland; Zugersee
EUR 46070;Cabin Boat;Quicksilver power boats;new boat on order;;6.48;2.46;GRP;Germany;
CHF 49800;Bowrider;Ranieri International power boats;new boat from stock;;8.05;2.5;GRP;Switzerland; Bielersee
EUR 46000;Motor Yacht;Monterey power boats;Used boat;;8.8;2.8;GRP;Spain; INFO DD-YACHTING
EUR 46000;Pilothouse;Bénéteau power boats;Used boat;;7.39;2.66;PVC;France; SAINTE MARINE
EUR 46000;Motor Yacht;Azimut power boats;Used boat;;11.02;3.96;GRP;Italy; Nord Adria
EUR 46000;Pilothouse;Jeanneau power boats;Used boat;;7.25;2.81;Steel;France; 56170 QUIBERON
EUR 46000;Center console boat;Scanner power boats;Used boat;;7.07;2.85;GRP;Croatia (Hrvatska); onbekend
EUR 47100;Sport Boat;Quicksilver (Brunswick Marine) power boats;new boat on order;;6.99;2.56;GRP;Germany; Niedersachsen
CHF 50900;Cabin Boat;Selva power boats;new boat from stock;;6.4;2.38;GRP;Switzerland; Lago Maggiore
DKK 350000;Classic,Motor Yacht,Passenger boat;Tresfjord power boats;Used boat;;10.0;3.5;GRP;Denmark; Mitteljütland
EUR 47000;Deck Boat;Pursuit power boats;Used boat;;9.14;2.9;GRP;Italy; Sardegna
EUR 47000;Sport Boat;Scanner power boats;Used boat;;8.5;3.0;GRP;Spain; Mallorca
EUR 47000;Deck Boat;Bénéteau power boats;Used boat;;7.62;2.67;PVC;France; PORNIC
EUR 47000;Bowrider;Fiart Mare power boats;Used boat;;8.73;2.78;PVC;France; MENTON
EUR 47000;Motor Yacht;Bavaria power boats;Used boat;;9.28;2.98;GRP;Croatia (Hrvatska); KROATIEN
EUR 47000;Motor Yacht;Bavaria power boats;Used boat;;8.95;2.95;GRP;Italy; Lombardia - Trentino Alto Adige
EUR 47000;Flybridge;Ocqueteau power boats;Used boat;;9.02;3.4;PVC;France;
EUR 47000;Center console boat;Jeanneau power boats;new boat from stock;;6.31;2.48;;France; GRANVILLE
EUR 47000;Flybridge;Riviera power boats;Used boat;;9.25;3.25;GRP;Croatia (Hrvatska); INFO DD-YACHTING
EUR 46955;Sport Boat;Parker power boats;new boat from stock;;7.45;2.55;GRP;Germany; Hamburg
EUR 46950;Trawler;Hollandia power boats;Used boat;;10.0;3.3;Steel;Netherlands; In verkoophaven
DKK 349000;Pilothouse;Quicksilver power boats;Used boat;;6.55;2.54;GRP;Denmark; Sydsjælland
EUR 48000;Sport Boat;Conam power boats;Used boat;;11.98;3.5;GRP;Italy; Campania
EUR 48000;Center console boat;Rio power boats;Used boat;;9.5;3.05;GRP;Italy; Emilia Romagna
EUR 48000;Motor Yacht;Vri-Jon power boats;Used boat;;13.55;3.99;Steel;Germany; nahe Saarbrücken(Frankreich)
EUR 48000;Flybridge;Gobbi power boats;Used boat;;10.5;2.9;GRP;Italy; Veneto
EUR 48000;Classic;;Used boat;;10.22;3.3;Steel;Netherlands; Bezichtiging uitsluitend op afspraak!
EUR 48000;Pontoon Boat;Chaparral power boats;Used boat;;8.5;3.1;GRP;Italy; Toscana
EUR 48000;Sport Boat;Cranchi power boats;Used boat;;8.78;2.94;;Italy; Aprilia Marittima di Latisana (UD)
EUR 48000;Sport Boat;Chaparral power boats;Used boat;;8.84;2.9;GRP;Italy; Mar Tirreno
EUR 48000;Pilothouse;Jeanneau power boats;Used boat;;7.74;2.81;PVC;France; Saint-Quay-Portrieux
EUR 48000;Hardtop;Inter power boats;Used boat;;8.8;2.7;GRP;Croatia (Hrvatska); Madarska
EUR 48000;Deck Boat;Boston Whaler power boats;Used boat;;5.74;2.43;GRP;Netherlands; In verkoophaven
EUR 48000;Motor Yacht;Bavaria power boats;Used boat;;8.95;2.95;GRP;Italy; Moniga del Garda (BS)
EUR 48000;Sport Boat;Primatist power boats;Used boat;;9.54;2.96;GRP;Italy; Moniga del Garda (BS) 
EUR 48000;Sport Boat;Rinker power boats;Used boat;;8.3;2.59;GRP;Belgium; Maaseik (BE)
EUR 48000;Sport Boat;Rinker power boats;Used boat;;8.0;;GRP;lago maggiore;
EUR 48000;Motor Yacht;Maxum power boats;Used boat;;8.25;2.6;Plastic;België; Zulte 
EUR 49000;Sport Boat;Faeton power boats;Used boat;;9.5;3.25;GRP;Croatia (Hrvatska); Pula
EUR 49000;Motor Yacht;;Used boat;;8.9;2.98;GRP;Germany; INFO DD-YACHTING
EUR 49000;Trawler;Altena power boats;Used boat;;11.4;3.4;;Germany; Rhein
EUR 49000;Pilothouse;Bénéteau power boats;Used boat;;7.48;2.53;PVC;France; LES SABLES D OLONNE
EUR 49000;Sport Boat;B2 Marine power boats;Used boat;;6.95;2.48;PVC;France; Marseille
EUR 49000;Sport Boat;Regal power boats;Used boat;;8.4;2.5;PVC;Slovak Republic; BRATISLAVA
EUR 49000;Sport Boat;Four Winns power boats;Used boat;;7.92;2.55;GRP;Germany; LAMPERTHEIM
EUR 49000;Pilothouse;;Used boat;;9.5;3.2;GRP;Italy; Toscana
EUR 49000;Cabin Boat;Starfisher power boats;Used boat;;7.99;3.05;GRP;Portugal; Faro
EUR 49000;Trawler;de Ruiter power boats;Used boat;;12.5;3.8;Steel;Germany; Nordrhein-Westfalen
EUR 49000;Pilothouse;;Used boat;;9.5;3.2;GRP;Italy; Toscana
EUR 49000;Pilothouse;Bénéteau power boats;Used boat;;7.48;2.43;;France; PAIMPOL
EUR 49000;Offshore Boat,Pilothouse;Pursuit power boats;Used boat;;9.17;3.2;GRP;Italy; Sardegna
EUR 49000;Sport Boat;Regal power boats;Used boat;;8.4;2.89;;France;
EUR 49000;Catamaran;;Used boat;;19.9;8.5;Aluminium;Niederrhein;
EUR 49000;Cabin Boat;Formula power boats;Used boat;;10.0;2.44;GRP;Austria; Lake Constance
EUR 49000;Wakeboard/Wakesurf;MasterCraft power boats;Used boat;;7.12;2.49;GRP;Portugal; Braga
EUR 49500;Motor Yacht;Thermo Yacht power boats;Used boat;;10.9;3.55;Steel;Germany; Niedersachsen
EUR 49500;Trawler;Thermo Yacht power boats;Used boat;;10.9;3.55;Steel;Germany; Emden
EUR 49500;Sport Boat;Bayliner power boats;Used boat;;7.65;2.59;;France; DIENVILLE
EUR 49500;Trawler;;Used boat;;10.5;3.7;Steel;Netherlands; Binnenkort in de verkoophaven
EUR 49499;Motor Yacht;Parker power boats;new boat from stock;;7.46;2.55;GRP;Germany; Nordrhein-Westfalen
EUR 49490;Pilothouse;Bénéteau power boats;new boat from stock;;8.23;2.79;GRP;Austria; Wiener Neustadt
EUR 49450;Cabin Boat;Maril power boats;Used boat;;9.0;2.7;GRP;Netherlands; In verkoophaven
£ 45000;Cabin Boat,Classic;;Used boat;;9.6;2.8;Wood;United Kingdom; TROON
£ 44995;Flybridge;Princess power boats;Used boat;;12.55;3.96;;United Kingdom; Chatham
£ 44950;Deck Boat;Jeanneau power boats;Used boat;;9.53;3.07;;United Kingdom; Southampton
£ 44950;Trawler;Linssen power boats;Used boat;;9.65;3.15;;United Kingdom; Dover
EUR 49300;Sport Boat;Fairline power boats;Used boat;;10.0;3.36;GRP;Spain; Murcia
EUR 49300;Sport Boat;Sensation power boats;new boat from stock;;7.28;2.5;GRP;Germany; im Vorlauf
EUR 49900;Pilothouse;Jeanneau power boats;Used boat;;6.95;2.54;Plastic;Hungary; Budapest
EUR 49900;Sport Boat;Bénéteau power boats;Used boat;;7.64;2.66;PVC;France; PORT LEUCATE
EUR 49900;Runabout;;Used boat;;5.4;1.9;Wood;Netherlands; In verkoophaven
EUR 49900;Runabout,Sport Boat,Water ski;Kaiser Bootsmanufaktur power boats;Used boat;;5.2;1.95;Wood;Donau; Straubing Bayern
EUR 49900;Runabout,Sport Boat,Water ski;Kaiser Bootsmanufaktur power boats;Used boat;;5.6;1.95;Wood;Donau; Straubing Bayern
EUR 49900;Cabin Boat;Eolo power boats;new boat from stock;;6.5;2.55;GRP;Germany; Stadtprozelten 
EUR 49900;Pilothouse;Bénéteau power boats;Used boat;;7.48;2.5;;France; ARZON
EUR 49890;Cabin Boat;Finnmaster power boats;new boat from stock;;6.35;2.29;GRP;Germany; Ostsee
CHF 53920;Bowrider;Sea Ray power boats;new boat from stock;;5.99;2.21;GRP;Switzerland; Luganersee
CHF 53900;Pilothouse;Flipper power boats;new boat from stock;;6.6;2.48;GRP;Switzerland; Vierwaldstättersee
EUR 49850;Bowrider;Sea Ray power boats;new boat from stock;;5.94;2.54;GRP;Germany; Bayern
EUR 49850;Sport Boat;Sea Ray power boats;new boat from stock;;5.97;2.54;GRP;Germany; Bayern
EUR 49800;Motor Yacht;Birchwood power boats;Used boat;;10.0;3.75;GRP;Croatia (Hrvatska); Zadar Nähe 
EUR 49800;Cabin Boat;Maxum power boats;Used boat;;8.56;2.87;GRP;Germany; Ostsee
EUR 49800;Cabin Boat;Crownline power boats;Used boat;;8.12;2.49;GRP;Brandenburg an derHavel;
EUR 50000;Bowrider,Sport Boat,Wakeboard/Wakesurf;Regal power boats;Used boat;;6.4;2.59;Carbon Fiber;Poland; WARSZAWA
EUR 50000;Trawler;;Used boat;;29.7;6.16;Steel;Netherlands; Tholen
EUR 50000;Wakeboard/Wakesurf,Water ski;Tigé power boats;Used boat;;6.6;2.59;GRP;Belgium; Thuin
EUR 50000;Flybridge;Alpa power boats;Used boat;;12.33;3.36;PVC;France; Menton
EUR 49999;Deck Boat;;new boat from stock;;8.0;2.5;GRP;Turkey; onbekend
EUR 49999;Sport Boat;Sea Ray power boats;new boat from stock;;5.97;2.54;GRP;Germany; Bayern
EUR 49999;Sport Boat;IRON power boats;new boat on order;;6.52;2.44;GRP;Germany; Kiel
EUR 49999;Bowrider;Sea Ray power boats;Used boat;;8.8;2.74;;Spain; Baleares
EUR 49995;Motor Yacht;;Used boat;;12.3;4.1;GRP;Netherlands; Wieringerwerf
EUR 49990;Trawler;;Used boat;;10.5;3.5;Steel;Germany; Berlin
EUR 49980;Motor Yacht;Parker power boats;new boat from stock;;7.46;2.5;GRP;Germany; Hamburg
EUR 49950;Sport Boat;NUVA Yachts power boats;Display Model;;5.99;2.49;GRP;Germany; Lübecker Bucht
EUR 49950;Sport Boat;Cobalt power boats;Used boat;;8.17;2.62;GRP;Rügen;
EUR 49950;Sport Boat;Cobalt power boats;Used boat;;7.26;2.59;Plastic;Switzerland; Lago Maggiore
EUR 49949;Pilothouse;Bénéteau power boats;new boat from stock;;7.48;2.53;GRP;Switzerland; Bielersee
EUR 50652;Center console boat;Bénéteau power boats;new boat from stock;;6.96;2.5;PVC;Portugal; Parchal
EUR 50590;Bowrider;Buster power boats;new boat from stock;;6.25;2.2;Aluminium;Germany; Ostsee
EUR 50570;Cabin Boat;Quicksilver power boats;new boat on order;;7.23;2.55;GRP;Germany;1
EUR 50460;Sport Boat;Sea Ray power boats;new boat from stock;;5.94;2.54;;Germany; Berlin
£ 45950;Bowrider;Glastron power boats;new boat from stock;;6.25;2.44;PVC;United Kingdom; LINCOLN
DKK 375000;Motor Yacht;;Used boat;;10.4;3.05;;Denmark; København
EUR 50337;Sport Boat;;new boat from stock;;6.9;2.5;GRP;Germany; AB WERFT
EUR 50310;Pilothouse;Jeanneau power boats;new boat from stock;;6.71;2.54;;France; LA GRANDE MOTTE
EUR 50200;Deck Boat;Bénéteau power boats;new boat from stock;;7.98;2.97;GRP;Italy;
EUR 50200;Deck Boat;Jeanneau power boats;new boat from stock;;6.86;2.52;PVC;France; LA ROCHELLE
EUR 50199;Pilothouse;Bénéteau power boats;new boat from stock;;8.23;2.79;GRP;Germany; Niedersachsen
CHF 54086;Cabin Boat;VBoats power boats;new boat from stock;;7.15;2.48;Aluminium;Switzerland; Bouveret
EUR 50000;Deck Boat;Faeton power boats;Used boat;;8.3;2.9;GRP;Italy; Mar Tirreno
EUR 50000;Flybridge;President power boats;Used boat;;11.7;4.2;GRP;Croatia (Hrvatska); Split
EUR 50000;Flybridge;;Used boat;;13.23;4.04;GRP;Italy; Liguria
EUR 50000;Motor Yacht;Calafuria power boats;Used boat;;9.78;3.65;GRP;Croatia (Hrvatska);
CHF 56270;Bowrider;Quicksilver (Brunswick Marine) power boats;new boat from stock;;7.23;2.55;GRP;Switzerland; Neuenburgersee
EUR 52000;Pilothouse;Yamarin power boats;new boat from stock;;6.77;2.54;GRP;Germany; auf Anfrage
